Trade_Date,Contract_Month,Months_To_Expiry,Spot_Price,Futures_Price,Basis,Basis_Pct,Open_Interest,Volume,Settlement_Price,Implied_Carry_Rate_Annual
2022-12-15,2023-06,6,23.8766,24.3388,0.4622,1.9358,330481,36521,24.4436,3.96
2022-12-15,2023-12,12,23.8766,24.2934,0.4169,1.7459,410025,54707,24.2695,1.53
2022-12-16,2023-01,1,23.7486,23.8663,0.1177,0.4956,457968,71615,23.8659,3.91
2022-12-16,2023-02,2,23.7486,23.7241,-0.0245,-0.1031,168850,28365,23.6661,0.81
2022-12-16,2023-03,3,23.7486,23.8646,0.1159,0.4882,331451,28512,23.7874,-0.73
2022-12-16,2023-06,6,23.7486,23.9155,0.1669,0.7028,170524,22077,23.9833,0.9
2022-12-16,2023-12,12,23.7486,23.8671,0.1185,0.4988,430602,26760,23.8546,0.54
2022-12-19,2023-01,1,23.7385,23.7265,-0.012,-0.0506,330213,51456,23.6935,-1.87
2022-12-19,2023-02,2,23.7385,23.7769,0.0384,0.1617,334252,49447,23.7549,0.81
2022-12-19,2023-03,3,23.7385,23.8825,0.144,0.6065,311094,30190,23.8688,1.68
2022-12-19,2023-06,6,23.7385,23.6513,-0.0872,-0.3674,409406,61916,23.556,-1.9
2022-12-19,2023-12,12,23.7385,23.8831,0.1446,0.6091,356055,22530,23.9345,0.67
2022-12-20,2023-01,1,23.8332,23.8391,0.0058,0.0245,213782,30784,23.8777,1.27
2022-12-20,2023-02,2,23.8332,23.7403,-0.0929,-0.39,441614,55167,23.7572,-1.52
2022-12-20,2023-03,3,23.8332,24.019,0.1857,0.7793,254711,50353,24.0366,1.62
2022-12-20,2023-06,6,23.8332,23.8423,0.0091,0.0381,296556,54596,23.8419,0.82
2022-12-20,2023-12,12,23.8332,24.3462,0.513,2.1524,428282,82502,24.2668,1.78
2022-12-21,2023-01,1,23.7615,23.7075,-0.054,-0.2274,188969,14668,23.7075,2.87
2022-12-21,2023-02,2,23.7615,23.9348,0.1732,0.7291,355999,40011,23.9177,3.52
2022-12-21,2023-03,3,23.7615,23.7968,0.0353,0.1485,152914,20479,23.8423,1.95
2022-12-21,2023-06,6,23.7615,23.6656,-0.0959,-0.4035,278633,39761,23.6228,-0.98
2022-12-21,2023-12,12,23.7615,24.6405,0.879,3.6991,338796,52863,24.6185,3.8
2022-12-22,2023-01,1,23.7763,23.7368,-0.0395,-0.1661,200857,31897,23.6698,-0.92
2022-12-22,2023-02,2,23.7763,23.9392,0.1628,0.6849,183661,15097,23.8655,3.86
2022-12-22,2023-03,3,23.7763,23.5293,-0.2471,-1.0392,248206,47003,23.4864,-1.46
2022-12-22,2023-06,6,23.7763,24.161,0.3847,1.6179,165335,9580,24.1956,2.87
2022-12-22,2023-12,12,23.7763,24.0089,0.2326,0.9781,172369,29979,23.9918,0.77
2022-12-23,2023-01,1,23.7644,23.7851,0.0207,0.087,267302,61970,23.7811,0.0
2022-12-23,2023-02,2,23.7644,23.8787,0.1143,0.4809,229047,46985,23.8288,2.58
2022-12-23,2023-03,3,23.7644,23.8422,0.0778,0.3274,270309,67032,23.8308,0.33
2022-12-23,2023-06,6,23.7644,23.5021,-0.2623,-1.1039,418268,91510,23.6087,-1.15
2022-12-23,2023-12,12,23.7644,23.4028,-0.3616,-1.5214,420794,40130,23.422,-1.68
2022-12-26,2023-01,1,23.7454,23.9305,0.1851,0.7795,220535,42285,23.9815,3.43
2022-12-26,2023-02,2,23.7454,23.6944,-0.051,-0.2148,382103,83516,23.7484,-0.51
2022-12-26,2023-03,3,23.7454,24.0259,0.2804,1.181,257569,50639,23.9898,1.95
2022-12-26,2023-06,6,23.7454,23.7406,-0.0048,-0.0202,426807,41480,23.7314,-0.74
2022-12-26,2023-12,12,23.7454,24.4616,0.7162,3.016,159595,17024,24.5135,3.68
2022-12-27,2023-01,1,23.6294,23.5214,-0.108,-0.4571,434379,99413,23.4648,-1.23
2022-12-27,2023-02,2,23.6294,23.6883,0.0589,0.2492,189167,32309,23.6377,-0.62
2022-12-27,2023-03,3,23.6294,23.8514,0.222,0.9397,291330,55032,23.8824,3.27
2022-12-27,2023-06,6,23.6294,23.9078,0.2784,1.1783,391190,94161,23.9893,3.13
2022-12-27,2023-12,12,23.6294,24.3092,0.6798,2.877,453861,29802,24.2634,2.73
2022-12-28,2023-01,1,23.8598,23.8703,0.0105,0.0442,349397,44971,23.8856,1.67
2022-12-28,2023-02,2,23.8598,23.7318,-0.1281,-0.5367,383766,31250,23.6573,-1.93
2022-12-28,2023-03,3,23.8598,23.9285,0.0687,0.2879,410676,56228,23.8594,2.53
2022-12-28,2023-06,6,23.8598,24.2538,0.394,1.6511,183656,45903,24.3321,3.48
2022-12-28,2023-12,12,23.8598,23.5663,-0.2935,-1.23,216316,33388,23.5158,-1.06
2022-12-29,2023-01,1,23.8825,23.8128,-0.0697,-0.2917,430930,100159,23.8344,-0.21
2022-12-29,2023-02,2,23.8825,23.795,-0.0875,-0.3664,158199,18666,23.6693,-1.94
2022-12-29,2023-03,3,23.8825,24.0541,0.1717,0.7189,180901,32573,24.0811,1.91
2022-12-29,2023-06,6,23.8825,23.737,-0.1454,-0.6089,267373,27665,23.7457,-1.31
2022-12-29,2023-12,12,23.8825,24.8268,0.9444,3.9543,326813,67392,24.8514,3.69
2022-12-30,2023-01,1,23.7555,23.7601,0.0046,0.0194,278947,50133,23.7558,0.42
2022-12-30,2023-02,2,23.7555,23.9548,0.1993,0.839,259133,19662,23.9633,2.54
2022-12-30,2023-03,3,23.7555,23.9488,0.1933,0.8136,293623,16018,23.9382,0.95
2022-12-30,2023-06,6,23.7555,24.0338,0.2783,1.1717,180490,26639,23.97,1.78
2022-12-30,2023-12,12,23.7555,24.3792,0.6237,2.6256,296502,66510,24.2732,2.36
2023-01-02,2023-02,1,23.5818,23.6912,0.1094,0.4638,387387,91919,23.6254,2.69
2023-01-02,2023-03,2,23.5818,23.463,-0.1188,-0.5037,466620,76412,23.4036,0.39
2023-01-02,2023-04,3,23.5818,23.5186,-0.0632,-0.2681,468765,117095,23.4823,-1.49
2023-01-02,2023-07,6,23.5818,24.0011,0.4193,1.7779,228144,45510,23.9654,3.76
2023-01-02,2023-12,12,23.5818,24.4024,0.8206,3.4796,472777,79277,24.4981,3.73
2023-01-03,2023-02,1,23.4942,23.514,0.0198,0.0845,461608,77377,23.4971,1.7
2023-01-03,2023-03,2,23.4942,23.6606,0.1664,0.7082,297225,34576,23.6863,1.69
2023-01-03,2023-04,3,23.4942,23.4516,-0.0425,-0.1811,412246,70522,23.4856,-0.05
2023-01-03,2023-07,6,23.4942,23.4044,-0.0898,-0.3824,175900,23671,23.4961,-0.22
2023-01-03,2023-12,12,23.4942,23.2624,-0.2318,-0.9866,355382,52835,23.2262,-0.61
2023-01-04,2023-02,1,23.3242,23.374,0.0498,0.2136,424294,22331,23.3954,-0.27
2023-01-04,2023-03,2,23.3242,23.3861,0.0619,0.2654,439067,49611,23.3796,2.34
2023-01-04,2023-04,3,23.3242,23.4459,0.1217,0.5218,159276,22889,23.4418,1.28
2023-01-04,2023-07,6,23.3242,23.7355,0.4112,1.7631,182526,29021,23.7667,3.45
2023-01-04,2023-12,12,23.3242,23.5452,0.221,0.9474,433168,88651,23.5004,1.59
2023-01-05,2023-02,1,23.5077,23.2871,-0.2206,-0.9384,272328,14958,23.2652,-1.71
2023-01-05,2023-03,2,23.5077,23.5975,0.0898,0.3819,439830,48929,23.5713,0.21
2023-01-05,2023-04,3,23.5077,23.5919,0.0842,0.358,421332,101068,23.5798,1.69
2023-01-05,2023-07,6,23.5077,23.5634,0.0557,0.2369,443281,63447,23.4799,0.11
2023-01-05,2023-12,12,23.5077,24.5113,1.0036,4.2692,455396,73166,24.5977,3.93
2023-01-06,2023-02,1,23.5925,23.816,0.2236,0.9477,427331,25003,23.8346,3.97
2023-01-06,2023-03,2,23.5925,23.4858,-0.1067,-0.4521,379976,64929,23.4131,-0.64
2023-01-06,2023-04,3,23.5925,23.5309,-0.0616,-0.2611,375647,62154,23.4735,-1.26
2023-01-06,2023-07,6,23.5925,23.8966,0.3041,1.2889,284409,36930,23.8877,3.03
2023-01-06,2024-01,12,23.5925,24.1232,0.5307,2.2496,409629,67584,24.125,2.19
2023-01-09,2023-02,1,23.4081,23.4574,0.0493,0.2106,386726,19939,23.5204,2.2
2023-01-09,2023-03,2,23.4081,23.6621,0.254,1.0852,423821,98737,23.68,3.72
2023-01-09,2023-04,3,23.4081,23.5938,0.1857,0.7933,446168,93547,23.6656,0.49
2023-01-09,2023-07,6,23.4081,23.2692,-0.1388,-0.5931,205389,47843,23.2806,-0.65
2023-01-09,2024-01,12,23.4081,23.0838,-0.3243,-1.3856,342411,21947,23.0913,-1.13
2023-01-10,2023-02,1,23.4732,23.6004,0.1272,0.5417,178816,9333,23.597,2.41
2023-01-10,2023-03,2,23.4732,23.4718,-0.0014,-0.0058,240761,31841,23.4762,-0.47
2023-01-10,2023-04,3,23.4732,23.6646,0.1914,0.8154,381887,48316,23.5693,2.88
2023-01-10,2023-07,6,23.4732,23.35,-0.1232,-0.525,164891,26195,23.3594,-0.2
2023-01-10,2024-01,12,23.4732,23.1858,-0.2874,-1.2244,412456,69283,23.2171,-1.18
2023-01-11,2023-02,1,23.4602,23.4775,0.0174,0.0741,250555,34033,23.4421,2.91
2023-01-11,2023-03,2,23.4602,23.4783,0.0181,0.0773,423502,96559,23.5261,1.15
2023-01-11,2023-04,3,23.4602,23.3852,-0.075,-0.3197,314605,78187,23.4703,-0.09
2023-01-11,2023-07,6,23.4602,23.8201,0.3599,1.5341,156748,13231,23.8134,2.38
2023-01-11,2024-01,12,23.4602,23.4619,0.0017,0.0074,405837,44868,23.4703,0.08
2023-01-12,2023-02,1,23.6025,23.6113,0.0088,0.0371,385794,93785,23.5951,1.32
2023-01-12,2023-03,2,23.6025,23.6525,0.05,0.2118,431671,33334,23.7097,0.71
2023-01-12,2023-04,3,23.6025,23.7789,0.1763,0.7471,356765,31325,23.751,2.35
2023-01-12,2023-07,6,23.6025,23.4415,-0.1611,-0.6824,369660,27126,23.482,-0.77
2023-01-12,2024-01,12,23.6025,23.9302,0.3276,1.3881,155277,33099,23.9343,1.4
2023-01-13,2023-02,1,23.2894,23.3712,0.0819,0.3515,470050,67324,23.3538,3.87
2023-01-13,2023-03,2,23.2894,23.3453,0.056,0.2403,286279,65394,23.328,0.6
2023-01-13,2023-04,3,23.2894,23.2125,-0.0768,-0.33,321978,28358,23.1876,-0.74
2023-01-13,2023-07,6,23.2894,23.42,0.1306,0.5609,425956,66263,23.4358,1.39
2023-01-13,2024-01,12,23.2894,23.4963,0.2069,0.8885,419436,60871,23.5822,0.7
2023-01-16,2023-02,1,23.5156,23.6189,0.1034,0.4395,432439,105951,23.6888,3.94
2023-01-16,2023-03,2,23.5156,23.6112,0.0956,0.4066,271209,17408,23.6381,3.15
2023-01-16,2023-04,3,23.5156,23.3592,-0.1563,-0.6648,206286,50607,23.3384,-1.25
2023-01-16,2023-07,6,23.5156,23.9883,0.4728,2.0104,214686,48972,23.9277,3.95
2023-01-16,2024-01,12,23.5156,24.1655,0.6499,2.7637,183590,29762,24.1662,2.81
2023-01-17,2023-02,1,23.406,23.407,0.001,0.0044,275332,46878,23.4184,3.0
2023-01-17,2023-03,2,23.406,23.4847,0.0787,0.3361,449548,23301,23.5382,1.12
2023-01-17,2023-04,3,23.406,23.3463,-0.0597,-0.2552,281977,14189,23.3534,-0.85
2023-01-17,2023-07,6,23.406,23.4011,-0.0049,-0.0209,279242,22201,23.384,0.82
2023-01-17,2024-01,12,23.406,23.257,-0.149,-0.6368,155279,11601,23.1914,-0.5
2023-01-18,2023-02,1,23.3901,23.5062,0.1161,0.4963,451533,36778,23.5071,0.17
2023-01-18,2023-03,2,23.3901,23.5081,0.118,0.5047,472915,95381,23.4609,3.42
2023-01-18,2023-04,3,23.3901,23.48,0.0899,0.3845,279212,21564,23.4246,3.45
2023-01-18,2023-07,6,23.3901,23.5121,0.122,0.5216,156200,32952,23.5337,1.27
2023-01-18,2024-01,12,23.3901,23.6354,0.2453,1.0486,468375,38728,23.6754,0.91
2023-01-19,2023-02,1,23.4876,23.5046,0.017,0.0723,282688,31088,23.5717,-1.1
2023-01-19,2023-03,2,23.4876,23.435,-0.0526,-0.224,224468,48375,23.4406,1.53
2023-01-19,2023-04,3,23.4876,23.6715,0.1839,0.783,343029,50286,23.7179,0.92
2023-01-19,2023-07,6,23.4876,23.2765,-0.2111,-0.8989,418288,71242,23.2814,-1.08
2023-01-19,2024-01,12,23.4876,24.2084,0.7208,3.0688,218487,46224,24.203,2.59
2023-01-20,2023-02,1,23.6849,23.6229,-0.062,-0.2616,391829,64255,23.5343,-0.68
2023-01-20,2023-03,2,23.6849,23.8841,0.1992,0.8409,442542,34022,23.8291,3.74
2023-01-20,2023-04,3,23.6849,23.6186,-0.0663,-0.2798,419017,25219,23.7017,0.23
2023-01-20,2023-07,6,23.6849,23.8747,0.1898,0.8011,247221,12606,23.9139,1.52
2023-01-20,2024-01,12,23.6849,24.5561,0.8712,3.6783,284922,69444,24.5815,3.72
2023-01-23,2023-02,1,23.3136,23.3112,-0.0024,-0.0103,351799,36410,23.3645,-1.53
2023-01-23,2023-03,2,23.3136,23.2859,-0.0277,-0.1189,193842,19113,23.2306,-0.52
2023-01-23,2023-04,3,23.3136,23.5477,0.2341,1.0041,387537,88194,23.5161,3.72
2023-01-23,2023-07,6,23.3136,23.5615,0.2479,1.0631,178992,10956,23.4502,0.51
2023-01-23,2024-01,12,23.3136,23.8955,0.5819,2.4961,219595,47299,23.9149,2.8
2023-01-24,2023-02,1,23.4577,23.4851,0.0274,0.1167,212619,23577,23.5843,1.43
2023-01-24,2023-03,2,23.4577,23.4625,0.0048,0.0203,195866,13849,23.4016,1.48
2023-01-24,2023-04,3,23.4577,23.4392,-0.0186,-0.0791,457047,68807,23.4634,1.01
2023-01-24,2023-07,6,23.4577,23.4819,0.0241,0.1029,156106,28062,23.5078,0.85
2023-01-24,2024-01,12,23.4577,23.482,0.0243,0.1035,236422,12435,23.5042,0.23
2023-01-25,2023-02,1,23.6084,23.6137,0.0052,0.0222,186363,19756,23.533,1.12
2023-01-25,2023-03,2,23.6084,23.6473,0.0389,0.1646,157990,32763,23.7012,2.21
2023-01-25,2023-04,3,23.6084,23.7188,0.1104,0.4677,291546,47253,23.7339,3.97
2023-01-25,2023-07,6,23.6084,23.9318,0.3234,1.3699,210626,23678,23.8771,2.88
2023-01-25,2024-01,12,23.6084,24.3397,0.7313,3.0975,311463,36466,24.2856,3.11
2023-01-26,2023-02,1,23.3508,23.4884,0.1376,0.5891,210844,51129,23.442,2.95
2023-01-26,2023-03,2,23.3508,23.3439,-0.0069,-0.0297,370473,34090,23.309,2.15
2023-01-26,2023-04,3,23.3508,23.6331,0.2822,1.2086,403303,30374,23.5286,2.44
2023-01-26,2023-07,6,23.3508,23.7077,0.3569,1.5283,244276,40756,23.6842,3.69
2023-01-26,2024-01,12,23.3508,24.2473,0.8965,3.8391,211776,34462,24.2124,3.54
2023-01-27,2023-02,1,23.5698,23.4768,-0.093,-0.3945,346677,72199,23.4542,0.36
2023-01-27,2023-03,2,23.5698,23.7054,0.1356,0.5754,422376,94164,23.5918,2.78
2023-01-27,2023-04,3,23.5698,23.6877,0.1179,0.5002,180498,29699,23.6149,2.45
2023-01-27,2023-07,6,23.5698,23.8423,0.2725,1.1561,261626,63475,23.7559,3.03
2023-01-27,2024-01,12,23.5698,23.4269,-0.1429,-0.6065,321336,74568,23.422,-0.38
2023-01-30,2023-03,1,23.5167,23.4803,-0.0365,-0.1551,289347,27994,23.4895,-0.92
2023-01-30,2023-03,2,23.5167,23.6796,0.1628,0.6924,424843,91724,23.7152,2.67
2023-01-30,2023-04,3,23.5167,23.6891,0.1723,0.7327,360164,82480,23.7447,3.2
2023-01-30,2023-07,6,23.5167,23.6661,0.1494,0.6351,320322,69273,23.6488,1.68
2023-01-30,2024-01,12,23.5167,23.7182,0.2014,0.8566,343416,22170,23.7129,1.19
2023-01-31,2023-03,1,23.4072,23.4476,0.0404,0.1726,423031,67693,23.4046,1.05
2023-01-31,2023-04,2,23.4072,23.2202,-0.1871,-0.7992,408559,40626,23.1932,-1.62
2023-01-31,2023-05,3,23.4072,23.4755,0.0683,0.2918,235046,42486,23.3781,-0.02
2023-01-31,2023-07,6,23.4072,23.3586,-0.0486,-0.2077,410353,93627,23.4274,-0.77
2023-01-31,2024-01,12,23.4072,23.1868,-0.2205,-0.9419,367469,81475,23.203,-0.75
2023-02-01,2023-03,1,23.8817,23.8517,-0.03,-0.1257,170227,21618,23.8048,-1.39
2023-02-01,2023-04,2,23.8817,24.034,0.1524,0.6379,456166,44901,23.9794,3.71
2023-02-01,2023-05,3,23.8817,23.7913,-0.0904,-0.3786,326066,21190,23.7064,-1.85
2023-02-01,2023-07,6,23.8817,23.8056,-0.0761,-0.3186,165728,32911,23.8854,-0.73
2023-02-01,2024-01,12,23.8817,24.7746,0.8929,3.7387,330806,63828,24.8112,3.87
2023-02-02,2023-03,1,24.2072,24.2266,0.0193,0.0799,216038,35257,24.131,1.41
2023-02-02,2023-04,2,24.2072,24.2666,0.0594,0.2453,441472,65280,24.3197,1.59
2023-02-02,2023-05,3,24.2072,24.4768,0.2696,1.1136,249347,36710,24.5437,3.79
2023-02-02,2023-08,6,24.2072,24.2171,0.0099,0.0408,205451,41717,24.1922,0.23
2023-02-02,2024-01,12,24.2072,24.3853,0.1781,0.7355,331493,34087,24.3711,0.69
2023-02-03,2023-03,1,24.0558,24.1389,0.0831,0.3455,346936,78150,24.0864,3.93
2023-02-03,2023-04,2,24.0558,24.1936,0.1378,0.5727,229567,40181,24.2182,2.48
2023-02-03,2023-05,3,24.0558,24.2224,0.1666,0.6924,390531,82728,24.2377,3.07
2023-02-03,2023-08,6,24.0558,23.9555,-0.1003,-0.4171,391233,81723,23.9469,-0.78
2023-02-03,2024-01,12,24.0558,24.7881,0.7323,3.044,169744,33417,24.7662,3.03
2023-02-06,2023-03,1,24.1795,24.1805,0.001,0.0043,253693,22852,24.0677,3.21
2023-02-06,2023-04,2,24.1795,24.2457,0.0663,0.2741,161251,24038,24.2283,-1.32
2023-02-06,2023-05,3,24.1795,24.1457,-0.0338,-0.1398,442447,24183,24.1812,1.26
2023-02-06,2023-08,6,24.1795,24.0677,-0.1118,-0.4622,283647,53973,24.0744,-1.54
2023-02-06,2024-02,12,24.1795,24.4072,0.2277,0.9417,430456,75393,24.4002,0.72
2023-02-07,2023-03,1,24.0895,24.116,0.0264,0.1097,176459,26294,24.163,2.13
2023-02-07,2023-04,2,24.0895,24.0008,-0.0888,-0.3685,465782,101635,24.103,-1.12
2023-02-07,2023-05,3,24.0895,24.1849,0.0954,0.396,269894,17789,24.2032,0.83
2023-02-07,2023-08,6,24.0895,24.0893,-0.0003,-0.0011,351878,26088,24.0807,0.11
2023-02-07,2024-02,12,24.0895,23.822,-0.2675,-1.1106,416546,76486,23.8424,-1.28
2023-02-08,2023-03,1,24.1965,24.2476,0.051,0.2109,220530,33197,24.2822,0.89
2023-02-08,2023-04,2,24.1965,24.3255,0.129,0.5329,454202,106013,24.3521,2.57
2023-02-08,2023-05,3,24.1965,24.1544,-0.0421,-0.1742,363593,37031,24.1867,1.11
2023-02-08,2023-08,6,24.1965,24.0447,-0.1518,-0.6274,338752,69231,23.9904,-1.27
2023-02-08,2024-02,12,24.1965,24.6775,0.481,1.9878,256135,18758,24.6512,1.65
2023-02-09,2023-03,1,23.983,23.9822,-0.0008,-0.0033,201576,37347,23.9729,-1.09
2023-02-09,2023-04,2,23.983,23.9044,-0.0786,-0.3276,213957,21935,23.9234,-0.9
2023-02-09,2023-05,3,23.983,23.9009,-0.0821,-0.3424,408222,35128,23.9085,-0.96
2023-02-09,2023-08,6,23.983,24.3992,0.4163,1.7357,164740,20968,24.4274,3.36
2023-02-09,2024-02,12,23.983,24.3422,0.3593,1.498,400430,80375,24.3792,1.11
2023-02-10,2023-03,1,24.423,24.4407,0.0177,0.0725,183020,45334,24.4528,2.65
2023-02-10,2023-04,2,24.423,24.3446,-0.0784,-0.321,239992,52629,24.3952,-0.4
2023-02-10,2023-05,3,24.423,24.4759,0.0529,0.2165,460733,80591,24.5293,0.92
2023-02-10,2023-08,6,24.423,24.6395,0.2165,0.8866,344184,62059,24.5874,1.73
2023-02-10,2024-02,12,24.423,24.0979,-0.3251,-1.3313,154555,15133,24.154,-1.35
2023-02-13,2023-03,1,24.3782,24.2845,-0.0937,-0.3844,280196,68804,24.3417,2.59
2023-02-13,2023-04,2,24.3782,24.5912,0.2131,0.874,420488,101326,24.5916,3.45
2023-02-13,2023-05,3,24.3782,24.5813,0.2032,0.8334,204701,49123,24.5867,3.72
2023-02-13,2023-08,6,24.3782,24.7568,0.3787,1.5533,190211,23257,24.7236,3.19
2023-02-13,2024-02,12,24.3782,24.3001,-0.0781,-0.3204,235141,46273,24.2785,-0.13
2023-02-14,2023-03,1,24.0481,24.0873,0.0392,0.163,194564,20878,24.149,0.63
2023-02-14,2023-04,2,24.0481,24.0734,0.0254,0.1055,251578,41987,24.1166,2.5
2023-02-14,2023-05,3,24.0481,24.2484,0.2003,0.8329,367015,73851,24.2119,3.12
2023-02-14,2023-08,6,24.0481,24.3205,0.2725,1.133,464713,111030,24.251,2.47
2023-02-14,2024-02,12,24.0481,24.6296,0.5816,2.4183,473502,85536,24.6191,2.84
2023-02-15,2023-03,1,24.1965,24.3583,0.1618,0.6688,320801,47865,24.2512,2.51
2023-02-15,2023-04,2,24.1965,24.2118,0.0154,0.0635,187383,10090,24.2572,1.38
2023-02-15,2023-05,3,24.1965,24.1755,-0.021,-0.0869,444757,76996,24.172,-1.46
2023-02-15,2023-08,6,24.1965,24.746,0.5495,2.2709,249481,48316,24.7276,4.0
2023-02-15,2024-02,12,24.1965,23.8853,-0.3112,-1.2862,234750,39545,23.9173,-0.66
2023-02-16,2023-03,1,24.345,24.4641,0.119,0.489,388784,31950,24.5079,1.17
2023-02-16,2023-04,2,24.345,24.3786,0.0335,0.1378,187703,38492,24.3898,0.59
2023-02-16,2023-05,3,24.345,24.3715,0.0265,0.1088,371891,63159,24.4271,-0.48
2023-02-16,2023-08,6,24.345,23.9913,-0.3538,-1.4531,423879,60854,23.9786,-1.95
2023-02-16,2024-02,12,24.345,24.8612,0.5161,2.12,372963,51259,24.9562,2.5
2023-02-17,2023-03,1,24.1969,24.3193,0.1224,0.5058,449310,44755,24.2833,1.29
2023-02-17,2023-04,2,24.1969,24.1976,0.0007,0.0029,221953,47054,24.2085,1.33
2023-02-17,2023-05,3,24.1969,24.4302,0.2333,0.964,179962,16069,24.4621,3.29
2023-02-17,2023-08,6,24.1969,24.2482,0.0513,0.2119,414827,51703,24.2311,0.72
2023-02-17,2024-02,12,24.1969,24.9485,0.7516,3.1062,272260,20705,24.9628,3.03
2023-02-20,2023-03,1,24.5128,24.4555,-0.0573,-0.2337,323579,79247,24.3629,-1.64
2023-02-20,2023-04,2,24.5128,24.5459,0.0331,0.1352,458074,112048,24.5432,0.41
2023-02-20,2023-05,3,24.5128,24.6626,0.1498,0.6112,442069,105042,24.7009,2.2
2023-02-20,2023-08,6,24.5128,24.9162,0.4034,1.6456,322847,26333,24.9365,3.07
2023-02-20,2024-02,12,24.5128,25.1794,0.6667,2.7197,260530,35148,25.1799,3.1
2023-02-21,2023-03,1,24.2709,24.3417,0.0708,0.2918,319196,46068,24.3142,1.7
2023-02-21,2023-04,2,24.2709,24.4353,0.1644,0.6773,249050,52497,24.4381,3.64
2023-02-21,2023-05,3,24.2709,24.26,-0.0109,-0.0451,435771,90998,24.3426,1.6
2023-02-21,2023-08,6,24.2709,24.2796,0.0087,0.0359,372113,47427,24.3166,0.12
2023-02-21,2024-02,12,24.2709,25.1162,0.8453,3.4826,218137,19256,25.1456,3.35
2023-02-22,2023-03,1,24.3595,24.4595,0.1,0.4104,474845,44359,24.48,1.93
2023-02-22,2023-04,2,24.3595,24.4086,0.0491,0.2016,179850,13587,24.3412,-0.21
2023-02-22,2023-05,3,24.3595,24.6694,0.3099,1.2722,441078,92279,24.6196,3.43
2023-02-22,2023-08,6,24.3595,24.2198,-0.1397,-0.5735,378209,53613,24.2117,-1.09
2023-02-22,2024-02,12,24.3595,24.6645,0.305,1.2521,359831,23123,24.6512,1.57
2023-02-23,2023-03,1,24.2146,24.207,-0.0075,-0.031,255205,42955,24.2462,-0.98
2023-02-23,2023-04,2,24.2146,24.2027,-0.0118,-0.0488,365157,87398,24.2445,1.38
2023-02-23,2023-05,3,24.2146,24.2938,0.0792,0.3271,397748,66640,24.3544,0.25
2023-02-23,2023-08,6,24.2146,24.3411,0.1265,0.5224,438164,42386,24.2882,0.34
2023-02-23,2024-02,12,24.2146,24.3261,0.1116,0.4608,276715,61831,24.3769,-0.05
2023-02-24,2023-03,1,24.5077,24.4053,-0.1025,-0.4181,192065,23764,24.3575,-0.06
2023-02-24,2023-04,2,24.5077,24.4323,-0.0754,-0.3078,313641,65851,24.4164,-0.84
2023-02-24,2023-05,3,24.5077,24.5608,0.0531,0.2165,254558,21113,24.5598,0.06
2023-02-24,2023-08,6,24.5077,24.3656,-0.1421,-0.5799,177450,38592,24.388,-0.67
2023-02-24,2024-02,12,24.5077,24.2173,-0.2904,-1.1851,187781,25839,24.2514,-1.6
2023-02-27,2023-03,1,24.4391,24.4766,0.0375,0.1534,162360,12764,24.5257,3.7
2023-02-27,2023-04,2,24.4391,24.6234,0.1843,0.754,444537,94632,24.6099,1.53
2023-02-27,2023-05,3,24.4391,24.61,0.1709,0.6992,318503,68950,24.599,1.78
2023-02-27,2023-08,6,24.4391,24.6084,0.1693,0.6928,288723,33836,24.5937,1.5
2023-02-27,2024-02,12,24.4391,24.7482,0.3091,1.2647,211718,12145,24.7896,1.1
2023-02-28,2023-03,1,24.1196,24.0467,-0.0729,-0.3022,216047,39256,24.02,0.14
2023-02-28,2023-04,2,24.1196,24.0988,-0.0208,-0.0862,281052,36822,23.9873,-0.72
2023-02-28,2023-05,3,24.1196,24.2991,0.1795,0.744,388119,93261,24.3122,3.91
2023-02-28,2023-08,6,24.1196,24.1138,-0.0058,-0.0241,290862,51282,24.0476,0.5
2023-02-28,2024-02,12,24.1196,24.9032,0.7836,3.2489,271036,59636,24.8957,3.01
2023-03-01,2023-03,1,24.4504,24.4075,-0.0429,-0.1755,189153,32046,24.491,0.02
2023-03-01,2023-04,2,24.4504,24.3858,-0.0646,-0.2644,221112,46040,24.3801,-0.57
2023-03-01,2023-05,3,24.4504,24.397,-0.0534,-0.2186,399420,99097,24.4027,-0.16
2023-03-01,2023-08,6,24.4504,24.3705,-0.0799,-0.3269,472674,59461,24.3987,-1.08
2023-03-01,2024-02,12,24.4504,24.8506,0.4002,1.6367,402234,26391,24.9944,1.67
2023-03-02,2023-04,1,24.6601,24.8383,0.1783,0.7229,466779,50027,24.8131,3.4
2023-03-02,2023-05,2,24.6601,24.6352,-0.0249,-0.101,263149,22505,24.6811,3.75
2023-03-02,2023-05,3,24.6601,24.6109,-0.0492,-0.1995,191902,33299,24.6031,0.61
2023-03-02,2023-08,6,24.6601,24.6561,-0.004,-0.0163,473520,92461,24.683,-0.47
2023-03-02,2024-02,12,24.6601,24.7842,0.1242,0.5035,394138,67787,24.7843,0.38
2023-03-03,2023-04,1,24.4823,24.5108,0.0285,0.1164,313083,71264,24.4809,-1.71
2023-03-03,2023-05,2,24.4823,24.7194,0.2371,0.9686,386801,31151,24.7644,3.17
2023-03-03,2023-06,3,24.4823,24.5332,0.051,0.2081,457716,50128,24.4587,0.25
2023-03-03,2023-08,6,24.4823,24.4951,0.0128,0.0524,392381,75404,24.4996,0.01
