Week_Ending,Silver_Price_Close,CFTC_Commercial_Long,CFTC_Commercial_Short,CFTC_Commercial_Net,CFTC_NonCommercial_Long,CFTC_NonCommercial_Short,CFTC_NonCommercial_Net,CFTC_Total_Open_Interest,News_Sentiment_Score,Social_Media_Mentions,Google_Trends_Index,Put_Call_Ratio,Implied_Volatility_30D,ETF_SLV_Flow_Millions,Retail_Bullion_Premium_Pct
04-01-2019,15.4663,63570,89822,-26252,52224,33394,18830,239010,-0.0237,401,15,1.7494,28.54,-25.94,11.89
11-01-2019,15.5519,53956,50847,3109,58909,15777,43132,179489,-0.3575,364,33,1.6482,23.38,-28.02,8.65
18-01-2019,15.7608,82156,110275,-28119,66253,37562,28691,296246,0.0247,485,12,0.7295,34.05,80.98,4.46
25-01-2019,15.6392,92588,101446,-8858,73586,28743,44843,296363,-0.3587,561,39,1.7654,43.82,-80.59,2.54
01-02-2019,15.4919,82593,113701,-31108,35114,15969,19145,247377,0.0576,430,39,0.5133,29.59,-102.62,6.55
08-02-2019,15.4464,95668,54373,41295,48398,55664,-7266,254103,-0.062,273,42,0.5715,20.71,27.99,4.41
15-02-2019,15.4592,61998,68761,-6763,53081,29626,23455,213466,0.2177,526,17,1.3532,15.66,17.08,10.93
22-02-2019,15.2289,79681,95799,-16118,34764,36527,-1763,246771,0.1015,477,18,1.5277,39.72,-92.16,5.95
01-03-2019,15.2695,94003,72439,21564,79650,20834,58816,266926,0.2391,227,12,1.4592,30.99,48.17,6.41
08-03-2019,15.186,65796,87894,-22098,51671,28172,23499,233533,-0.329,471,52,0.5957,24.73,67.25,11.73
15-03-2019,15.5727,52014,63144,-11130,70243,54031,16212,239432,0.0772,411,47,1.2124,36.4,-16.6,10.65
22-03-2019,15.6352,74835,58600,16235,36709,41884,-5175,212028,0.313,285,47,0.6068,25.18,44.47,10.74
29-03-2019,15.1847,49280,74543,-25263,64702,18613,46089,207138,-0.3696,429,13,0.8257,25.71,-33.23,1.52
05-04-2019,15.3178,64904,92873,-27969,42479,32917,9562,233173,-0.2884,335,22,1.1935,18.43,33.62,2.38
12-04-2019,15.1811,84268,56818,27450,57526,38965,18561,237577,-0.0459,360,64,0.5743,17.83,17.01,4.31
19-04-2019,14.9213,93316,73080,20236,36581,21262,15319,224239,-0.1826,390,42,1.5009,28,-74.45,1.13
26-04-2019,15.2878,95365,80372,14993,70870,30341,40529,276948,0.19,322,15,0.6386,39.23,40.26,4.24
03-05-2019,15.1757,83931,51408,32523,53720,32852,20868,221911,0.0624,563,5,1.6113,23.35,25.26,7.54
10-05-2019,14.8037,93533,111831,-18298,50269,15077,35192,270710,-0.0239,523,37,1.5273,32.48,-119.47,8.45
17-05-2019,15.1105,78967,100118,-21151,49927,30866,19061,259878,-0.2957,350,50,1.4697,38.12,-87.62,2.47
24-05-2019,14.8968,44318,61126,-16808,40624,33568,7056,179636,0.4831,350,27,1.1712,33.74,86.19,3.09
31-05-2019,14.7028,42668,54342,-11674,44763,38287,6476,180060,-0.0955,334,17,1.2384,16.91,77.23,5.4
07-06-2019,14.9448,77693,71349,6344,36068,58540,-22472,243650,0.5922,461,40,1.07,21.89,-46.24,7.69
14-06-2019,15.2224,56224,119363,-63139,60851,50811,10040,287249,0.3856,580,47,1.4761,28.99,143.77,3.92
21-06-2019,14.9602,78474,57081,21393,76884,39731,37153,252170,0.3268,443,27,1.4398,26.35,-57.23,2.29
28-06-2019,15.1113,51858,80663,-28805,67322,27403,39919,227246,-0.3104,484,5,1.6693,34.94,-40.03,1.21
05-07-2019,16.5619,79535,107168,-27633,68396,30709,37687,285808,-0.6603,353,41,0.6653,36.08,24.06,2.86
12-07-2019,16.7356,91102,67393,23709,49173,31291,17882,238959,0.1719,452,34,1.7757,25.13,-1.64,7.43
19-07-2019,16.6337,81636,110902,-29266,65878,19351,46527,277767,-0.1679,277,51,1.6191,33.6,-12.23,8.66
26-07-2019,17.4,67106,111301,-44195,32269,50144,-17875,260820,-0.2899,538,41,0.9929,33.22,35.99,8.63
02-08-2019,16.9637,97802,92356,5446,72316,34344,37972,296818,0.7661,312,33,1.0282,21.52,-73.26,11.17
09-08-2019,17.4543,68639,88564,-19925,40975,31356,9619,229534,-0.1754,417,25,0.9972,19.24,18.66,7.16
16-08-2019,17.834,94298,92182,2116,44539,21083,23456,252102,-0.3502,316,18,0.7635,36.7,-42.2,11.98
23-08-2019,17.8562,61493,108237,-46744,52034,50584,1450,272348,-0.0191,360,29,0.8764,21.42,-48.75,6.89
30-08-2019,18.307,85145,71613,13532,72877,38448,34429,268083,0.1102,318,55,1.1575,42.47,29.39,8.92
06-09-2019,18.2663,72324,69271,3053,35910,50909,-14999,228414,0.2746,388,35,1.056,22.47,26.32,3.82
13-09-2019,18.5038,58174,94522,-36348,31654,39677,-8023,224027,-0.5086,369,31,0.5704,15.85,-85.09,3.17
20-09-2019,18.341,98451,118675,-20224,61895,54169,7726,333190,-0.4152,271,5,1.0146,21.26,-16.45,9.74
27-09-2019,18.2314,96993,80301,16692,67302,29839,37463,274435,-0.5362,276,22,0.9753,40.42,18.95,6.96
04-10-2019,18.5287,98055,112799,-14744,78557,51198,27359,340609,0.2927,280,32,1.7234,42.54,68.4,11.87
11-10-2019,18.0701,98507,100871,-2364,76777,39059,37718,315214,0.4561,349,21,0.6736,25.9,27.27,6.13
18-10-2019,18.1225,54826,64994,-10168,51802,15029,36773,186651,-0.0006,311,26,1.0462,22.84,-12.9,8.04
25-10-2019,17.8427,66278,76219,-9941,46411,44844,1567,233752,-0.4336,371,48,1.5897,33.57,18.42,10.36
01-11-2019,17.8333,72568,53940,18628,65429,20823,44606,212760,-0.4298,408,22,1.3549,29.69,18.55,6.75
08-11-2019,17.8763,47594,94156,-46562,70004,23634,46370,235388,-0.2751,479,14,1.1787,36.51,0.76,10.85
15-11-2019,18.0449,99619,119732,-20113,78843,57190,21653,355384,-0.9624,492,33,1.2704,34.68,83.75,9.39
22-11-2019,18.1905,41980,101598,-59618,65896,32090,33806,241564,0.0257,334,33,0.5068,33.71,55.5,7.05
29-11-2019,17.7581,78193,79496,-1303,78780,53874,24906,290343,0.0478,436,55,1.2698,20.19,-6.12,7.75
06-12-2019,17.7286,45817,67417,-21600,64817,33207,31610,211258,0.1967,364,13,1.4109,38.47,29.81,1.6
13-12-2019,17.8564,65462,115169,-49707,54161,23374,30787,258166,0.0668,381,31,0.8406,23.15,-0.8,1.47
20-12-2019,18.0141,56572,111911,-55339,69620,25557,44063,263660,0.2394,418,18,1.0724,34.47,45.04,1.32
27-12-2019,17.7646,49246,64236,-14990,73891,34600,39291,221973,0.2457,406,14,0.6104,20.93,55.99,1.89
03-01-2020,17.9541,62235,58428,3807,37089,28984,8105,186736,0.569,601,33,1.4676,18.67,-50.47,5.37
10-01-2020,17.7698,41912,85420,-43508,32079,28394,3685,187805,-0.1028,461,18,1.6613,25.21,13.38,7.73
17-01-2020,17.9722,46107,68596,-22489,67637,33947,33690,216287,0.0315,470,31,1.0903,18.4,62.55,3.87
24-01-2020,18.0588,50936,111895,-60959,41106,56286,-15180,260223,0.1561,393,11,0.616,18.78,-13.18,8.24
31-01-2020,17.9278,78299,53385,24914,50838,50517,321,233039,0.2545,354,55,1.546,30.61,-69.23,4.43
07-02-2020,14.8212,91473,51101,40372,63241,15204,48037,221019,0.0007,207,49,1.4957,24.79,43.77,11.84
14-02-2020,14.138,72174,99578,-27404,48158,24160,23998,244070,0.0913,250,39,1.4131,33.93,-1.88,9.89
21-02-2020,13.4601,44267,101834,-57567,41525,35329,6196,222955,0.0485,350,9,0.521,22.16,-79.5,4.92
28-02-2020,12.6135,46805,105937,-59132,79260,41591,37669,273593,-0.1172,310,25,1.2201,37.24,2.36,2.77
06-03-2020,12.5633,69223,106837,-37614,55769,44277,11492,276106,-0.433,389,71,0.8446,25.52,97.72,8.03
13-03-2020,12.5362,41248,83712,-42464,31005,35059,-4054,191024,0.0825,431,49,0.6814,25.19,-57.59,9.67
20-03-2020,12.5155,79543,66568,12975,60976,21385,39591,228472,0.1328,386,65,1.0109,19.92,65.19,5.18
27-03-2020,12.4976,83806,79352,4454,36914,36149,765,236221,0.5324,367,63,0.5554,24.23,15.04,10.21
03-04-2020,15.997,66312,82613,-16301,78103,36256,41847,263284,-0.0348,355,40,0.8933,41.89,66.87,1.24
10-04-2020,16.6715,46371,62843,-16472,73933,47036,26897,230183,-0.4169,471,60,0.776,27.82,-1.52,6.21
17-04-2020,17.3764,87370,78899,8471,72661,22116,50545,261046,0.2153,408,50,0.547,43.41,-54.17,4.14
24-04-2020,18.3139,50397,106423,-56026,37300,41581,-4281,235701,-0.0181,220,58,1.1574,44.5,9.14,10.09
01-05-2020,18.7685,42399,69842,-27443,64600,20532,44068,197373,0.1943,364,38,1.6018,34.62,-39.68,7.87
08-05-2020,19.8251,40360,51677,-11317,60816,52483,8333,205336,-0.2451,382,27,1.5103,39.91,27.99,9.93
15-05-2020,20.4165,78106,67853,10253,74889,44861,30028,265709,0.0199,333,14,1.4979,31.56,-192.79,7.76
22-05-2020,21.0442,63644,93349,-29705,43169,36887,6282,237049,0.4139,376,46,1.0891,21.86,-53.55,6.17
29-05-2020,22.1926,74968,119802,-44834,68734,51288,17446,314792,-0.1696,308,18,1.0989,26.22,47.05,9.42
05-06-2020,22.3018,87123,84771,2352,56696,22697,33999,251287,0.1724,302,31,0.7808,37.44,23.21,6.32
12-06-2020,23.221,80585,65271,15314,36430,44860,-8430,227146,-0.1367,283,63,0.9042,34.23,8.67,4.25
19-06-2020,24.3672,86438,89952,-3514,62979,51169,11810,290538,-0.1373,337,8,1.5031,15.03,-53.89,11.84
26-06-2020,24.3676,53273,82346,-29073,42049,20016,22033,197684,-0.1282,411,25,1.286,23.68,3.76,1.82
03-07-2020,25.6558,81444,95264,-13820,78739,17870,60869,273317,0.0928,367,65,0.726,23.62,-31.11,11.72
10-07-2020,26.8638,67063,73128,-6065,39772,34223,5549,214186,0.0586,510,28,1.6338,44.02,-79.31,1.49
17-07-2020,26.9556,95240,119430,-24190,54911,17903,37008,287484,0.4487,303,34,1.0321,15.42,41.66,11.62
24-07-2020,28.2972,86492,54173,32319,67203,31801,35402,239669,-0.1177,389,35,1.7986,26.2,-48.82,10.62
31-07-2020,28.5723,51122,97834,-46712,74545,37173,37372,260674,0.1666,407,5,0.6938,36.87,-23.2,9.23
07-08-2020,28.0425,82866,67633,15233,71054,49410,21644,270963,0.6959,393,44,1.129,22.86,18.05,3.03
14-08-2020,28.0888,98590,77972,20618,68077,34494,33583,279133,-0.2691,378,49,0.8849,21.94,54.34,7.47
21-08-2020,28.7827,83125,105596,-22471,67340,29658,37682,285719,-0.4477,428,56,1.745,21.75,-28.66,5.26
28-08-2020,27.8857,76411,84411,-8000,44650,33597,11053,239069,-0.1548,330,67,1.0066,23.7,-6.94,11.16
04-09-2020,27.9913,49754,92827,-43073,61972,40828,21144,245381,-0.3094,325,37,1.7586,26.09,-10.29,10.64
11-09-2020,27.8987,67144,77824,-10680,39652,42422,-2770,227042,0.119,301,13,1.4406,38.11,20.44,3.23
18-09-2020,27.5887,52689,97391,-44702,61969,34626,27343,246675,-0.2708,418,38,1.348,26.5,38.7,4.02
25-09-2020,27.5653,61264,81366,-20102,48394,18420,29974,209444,0.0554,498,43,0.5638,34.31,-28.38,5.67
02-10-2020,27.6919,89238,89479,-241,59854,58144,1710,296715,0.1169,343,48,0.7216,30.18,-30.38,8.82
09-10-2020,27.4208,71149,79587,-8438,43813,26838,16975,221387,-0.3432,305,41,1.6458,38.47,45.75,10.65
16-10-2020,27.1929,76996,60119,16877,46854,37941,8913,221910,-0.1396,322,15,1.3985,28.18,-42.5,7.08
23-10-2020,27.3225,60096,59591,505,79765,20032,59733,219484,-0.2855,464,5,1.2049,25.11,2.69,11.16
30-10-2020,26.9637,51991,72984,-20993,37958,23816,14142,186749,-0.3095,195,17,0.9593,36.03,86.23,9.05
06-11-2020,26.8095,59874,76215,-16341,66941,40068,26873,243098,0.0711,425,35,1.5529,15.49,113.71,3.68
13-11-2020,26.8504,80182,53815,26367,58493,54763,3730,247253,-0.7227,435,70,1.7908,16.75,-2.83,9.26
20-11-2020,26.9247,98622,62462,36160,56807,29849,26958,247740,-0.3859,452,48,0.9417,17.99,-27.55,9.05
27-11-2020,26.9353,72719,50191,22528,78319,28998,49321,230227,-0.1311,426,13,1.6268,40.5,32.47,4.55
04-12-2020,26.3894,87660,101679,-14019,33109,41871,-8762,264319,-0.5089,483,37,0.6236,26.94,-84.54,4.83
11-12-2020,26.1642,71208,109936,-38728,59947,46723,13224,287814,0.032,256,5,1.6754,17.87,-42.15,1.72
18-12-2020,26.0735,64082,60628,3454,78414,18031,60383,221155,-0.0976,515,39,0.7313,26.79,-69.58,11.21
25-12-2020,26.4683,92494,100076,-7582,33681,47735,-14054,273986,-0.5365,520,37,1.1604,31.15,-72.23,6.08
01-01-2021,26.8004,72963,75069,-2106,35767,59489,-23722,243288,0.0137,439,69,1.2757,25.34,12.92,11.77
08-01-2021,27.1402,69891,114438,-44547,55739,29098,26641,269166,-0.1851,421,89,1.1079,37.79,52.29,9.65
15-01-2021,26.7914,44249,52402,-8153,31583,56792,-25209,185026,0.585,353,86,1.7218,16.55,24.15,10.58
22-01-2021,26.4595,86101,63401,22700,74397,57159,17238,281058,0.3642,418,95,1.0919,27.14,-3.07,8.42
29-01-2021,27.099,46003,113021,-67018,51546,15554,35992,226124,0.0557,359,96,0.8872,16.43,56.72,7.08
05-02-2021,28.3245,68114,118527,-50413,41099,15816,25283,243556,-0.2347,248,88,0.7261,28.93,18.34,8.61
12-02-2021,28.24,79390,95370,-15980,57076,47105,9971,278941,0.0159,340,69,1.6279,20.44,-55.94,5.22
19-02-2021,27.4607,99735,113301,-13566,32985,42859,-9874,288880,-0.3609,365,77,1.2986,33.13,31.87,6
26-02-2021,27.6277,45672,109713,-64041,37258,36354,904,228997,0.4089,446,93,0.7211,21.02,-43.47,11.91
05-03-2021,27.4306,81394,72508,8886,74634,39370,35264,267906,-0.069,412,23,0.9535,25.65,10.6,11.74
12-03-2021,27.7527,70466,57893,12573,33333,39784,-6451,201476,0.3892,236,11,1.6285,28.43,-50.41,2.14
19-03-2021,26.6833,96377,78104,18273,57580,51984,5596,284045,-0.2026,382,20,1.783,19.08,20.43,10.79
26-03-2021,27.5469,82568,77538,5030,64687,18289,46398,243082,-0.2436,530,21,1.1685,42.03,-37.39,5.06
02-04-2021,26.9887,71566,54368,17198,58541,35815,22726,220290,-0.7399,389,31,1.1481,41.62,-88,1.72
09-04-2021,27.0479,61630,63824,-2194,60426,30700,29726,216580,0.219,316,46,0.9915,23.22,50.09,10.71
16-04-2021,26.3509,92739,118821,-26082,66728,26708,40020,304996,-0.915,397,33,1.4898,40.84,-58.03,7.89
23-04-2021,26.649,84930,104548,-19618,61043,51717,9326,302238,-0.3495,444,18,1.0183,44.9,-13.7,2.75
30-04-2021,26.4652,80768,68028,12740,38069,34360,3709,221225,0.4707,352,50,1.0998,44.91,-57.66,5.64
07-05-2021,26.4463,73792,103059,-29267,66671,27807,38864,271329,-0.6481,571,12,0.8692,36.05,-34.93,10.84
14-05-2021,26.3365,41661,73469,-31808,56610,53004,3606,224744,-0.163,511,43,1.1681,41.79,-38.66,1.27
21-05-2021,26.3217,70545,62932,7613,65268,53218,12050,251963,0.4394,555,27,1.5564,23.88,87.84,5.14
28-05-2021,26.3672,88051,61255,26796,56298,41937,14361,247541,-0.1579,375,38,1.3293,34.63,-53.39,5.04
04-06-2021,25.9978,71127,115510,-44383,72641,48241,24400,307519,-0.1121,325,18,1.1054,32.74,-7.93,6.85
11-06-2021,26.1673,61870,70318,-8448,37125,49893,-12768,219206,-0.0568,496,20,1.5681,40.86,78.55,11.59
18-06-2021,26.2781,84301,110886,-26585,70825,34056,36769,300068,-0.293,386,17,0.8534,27.25,28.14,1.26
25-06-2021,25.7417,62371,118258,-55887,55532,56344,-812,292505,-0.2091,258,34,1.7622,36.91,-42.94,3.23
02-07-2021,24.9362,60612,81576,-20964,37837,48268,-10431,228293,0.4075,536,32,0.7562,15.83,13.21,9.2
09-07-2021,25.4788,63736,82433,-18697,66317,19855,46462,232341,-0.1761,461,5,1.1754,17.82,36.59,2.95
16-07-2021,24.6385,66550,98754,-32204,75128,32157,42971,272589,-0.4673,474,27,0.9623,40.68,97.94,10.12
23-07-2021,24.936,48839,64044,-15205,68576,22123,46453,203582,-0.1634,551,15,1.257,26.69,-33.25,5.65
30-07-2021,24.879,74912,117708,-42796,46497,34023,12474,273140,-0.0211,265,46,1.7367,42.95,71.39,9.81
06-08-2021,24.9423,75147,102594,-27447,56899,32089,24810,266729,-0.2834,369,20,1.4412,16.89,-18.66,7.07
13-08-2021,24.5516,78690,79209,-519,35374,17813,17561,211086,0.4218,391,22,1.3184,36.28,0.11,9.71
20-08-2021,24.5475,75725,101920,-26195,50189,44592,5597,272426,0.0361,389,39,0.841,23.21,-28.28,7.2
27-08-2021,24.5701,98979,115770,-16791,66519,53771,12748,335039,-0.0352,498,46,1.0324,41.84,63.54,3.43
03-09-2021,24.5399,68468,115557,-47089,72281,46528,25753,302834,-0.7633,495,30,0.8763,17.94,-9.31,11.88
10-09-2021,24.1862,56573,69139,-12566,34700,31677,3023,192089,-0.1249,431,20,0.5644,22.56,57.73,3.85
17-09-2021,24.3667,85712,66172,19540,78368,30384,47984,260636,0.0988,469,31,1.6926,27.91,-0.03,7.86
24-09-2021,23.9003,83385,116712,-33327,38489,28847,9642,267433,0.0344,523,21,0.8741,34.97,5.54,5.32
01-10-2021,23.9829,73805,65771,8034,68700,30011,38689,238287,0.058,352,42,1.619,16.67,9.34,4.4
08-10-2021,23.8294,72196,67268,4928,63642,57686,5956,260792,0.188,499,5,0.9501,33.32,-53.06,8.44
15-10-2021,23.6953,67266,64288,2978,69603,58174,11429,259331,-0.0743,407,38,0.8248,22.46,14.55,7.63
22-10-2021,23.6421,88092,57035,31057,39156,57228,-18072,241511,0.2187,303,16,0.6021,17.04,70.82,5.94
29-10-2021,23.2434,81936,69493,12443,68799,26031,42768,246259,-0.187,348,42,1.0496,30.57,-39.72,1.53
05-11-2021,23.3692,45138,60810,-15672,34384,16521,17863,156853,0.3535,368,40,1.3673,25.78,25.58,5.44
12-11-2021,23.0656,52354,70583,-18229,38700,18949,19751,180586,-0.4025,318,20,0.8226,20.36,7.52,11.7
19-11-2021,23.0552,94098,110677,-16579,79868,17230,62638,301873,0.1294,445,44,1.7756,41.88,30.88,9.84
26-11-2021,22.9177,45730,110321,-64591,50527,40064,10463,246642,-0.5687,412,17,1.2187,17.7,-5.56,4.13
03-12-2021,23.2126,62320,57737,4583,32699,54154,-21455,206910,-0.4449,443,25,0.9148,35.01,-22.06,11.11
10-12-2021,22.9928,70112,96640,-26528,71345,43312,28033,281409,-0.2451,575,25,1.1408,35.5,36.15,10.15
17-12-2021,22.7124,65920,105434,-39514,36648,44605,-7957,252607,-0.2368,479,36,1.3087,38.45,-12.49,6.82
24-12-2021,23.1402,97222,93609,3613,37912,32223,5689,260966,0.1376,400,36,1.7858,15.22,35.05,1.34
31-12-2021,23.0703,66269,89466,-23197,61300,57879,3421,274914,0.1517,499,5,1.1373,24.7,10.57,3.1
07-01-2022,23.6297,80579,100605,-20026,61843,53689,8154,296716,0.4684,489,17,0.6316,29.91,77.9,8.18
14-01-2022,23.3619,76669,65169,11500,58383,56104,2279,256325,0.1871,462,28,0.6603,25.99,5.99,5.23
21-01-2022,23.323,57785,55094,2691,50648,17572,33076,181099,0.2629,462,26,1.7383,33.27,59.47,9.72
28-01-2022,23.5417,91008,55366,35642,51112,24353,26759,221839,-0.0378,425,39,0.5127,21.94,43.45,7.05
04-02-2022,24.6225,91544,57343,34201,38514,48740,-10226,236141,-0.9099,437,38,1.7301,41.12,-5.31,2.71
11-02-2022,24.8837,82549,104261,-21712,61949,22307,39642,271066,-0.1771,349,33,0.7594,35.44,-27.65,7.31
18-02-2022,24.9759,71463,105713,-34250,59909,58488,1421,295573,0.0371,387,34,1.2052,36.73,0.81,3.75
25-02-2022,25.4322,65146,50570,14576,36068,26569,9499,178353,-0.2387,342,43,0.5054,29.43,-0.3,7.62
04-03-2022,25.488,83485,92172,-8687,78243,53641,24602,307541,-0.1332,405,30,1.166,40.46,15.01,4.04
11-03-2022,25.4667,55629,66734,-11105,69913,17717,52196,209993,-0.0562,481,23,0.8408,36.46,27.21,5.4
18-03-2022,25.4388,44611,59152,-14541,43189,55938,-12749,202890,0.3964,554,5,1.0301,17.53,-15.13,10.21
25-03-2022,25.454,47173,94269,-47096,52582,54942,-2360,248966,0.0331,498,30,1.2096,23.97,32.92,2.61
01-04-2022,24.153,79550,50269,29281,69693,59659,10034,259171,0.4446,490,15,0.7168,34.81,34.63,1.81
08-04-2022,23.5775,63754,118347,-54593,52171,46967,5204,281239,-0.368,412,21,1.0135,19.71,-12.78,1.28
15-04-2022,23.645,47906,69934,-22028,79300,22564,56736,219704,-0.4805,367,25,1.0194,22.26,28.83,2.51
22-04-2022,23.0437,53745,79557,-25812,79098,15108,63990,227508,-0.261,423,46,0.6816,18.37,81.06,7.64
29-04-2022,22.9531,56676,104879,-48203,42438,58848,-16410,262841,-0.1636,483,5,1.231,43.03,-79.74,4.29
06-05-2022,22.4771,41854,103410,-61556,54588,39876,14712,239728,-0.2186,408,34,1.2975,31.48,-27.42,9.86
13-05-2022,22.5642,49002,91901,-42899,49914,55517,-5603,246334,0.1954,333,25,0.7738,22.07,-15.84,1.52
20-05-2022,21.866,81212,89409,-8197,54754,38635,16119,264010,0.386,432,33,1.6808,30.7,-44.81,8.07
27-05-2022,21.5018,91702,69709,21993,31152,37010,-5858,229573,-0.0933,505,41,1.494,34.11,26.93,2.02
03-06-2022,21.7139,78768,57002,21766,63819,54172,9647,253761,0.5029,392,23,0.6291,32.6,20.95,9.52
10-06-2022,21.306,60017,54825,5192,38352,46772,-8420,199966,-0.3274,325,21,0.9332,38.3,24.3,2.85
17-06-2022,21.3582,54595,56497,-1902,43596,49419,-5823,204107,-0.3487,481,39,0.521,34.36,-33.76,1.95
24-06-2022,21.1099,80598,50384,30214,48527,51279,-2752,230788,-0.0688,333,26,0.8929,19.79,1.09,6.83
01-07-2022,20.7779,65332,85382,-20050,36450,45965,-9515,233129,0.5182,438,23,1.3242,21.48,13.54,3.95
08-07-2022,20.3225,68279,107192,-38913,69975,52973,17002,298419,-0.1241,396,37,0.53,31.46,-47.75,2.75
15-07-2022,20.3874,41901,119018,-77117,34021,59010,-24989,253950,0.1042,444,19,1.2991,39.25,19.97,1.48
22-07-2022,20.0035,50997,116520,-65523,71930,39792,32138,279239,-0.1292,429,37,0.9043,15.29,51.64,8.64
29-07-2022,19.7653,62578,69733,-7155,61316,58750,2566,252377,-0.1446,442,27,1.0337,31.61,-13.54,4.06
05-08-2022,19.3629,48114,51057,-2943,41368,41283,85,181822,-0.5609,496,49,1.1461,35.42,12.28,1.08
12-08-2022,19.3904,87435,59255,28180,66120,43570,22550,256380,0.0652,167,18,0.9499,24.54,-68.91,5.82
19-08-2022,19.0611,42294,80833,-38539,56471,32114,24357,211712,-0.1925,502,20,1.1145,29.06,64.82,2.57
26-08-2022,18.69,98700,106190,-7490,58583,27337,31246,290810,-0.1273,236,25,1.3857,33.8,2.76,6.53
02-09-2022,18.7457,93535,58276,35259,70104,25018,45086,246933,0.3952,452,30,1.3964,16.24,8.24,5.61
09-09-2022,18.9666,50043,63888,-13845,69580,54483,15097,237994,0.3193,610,5,1.4482,23.3,71.66,3.11
16-09-2022,18.6634,66319,93537,-27218,69570,22908,46662,252334,-0.2765,334,28,0.5609,27.61,13.45,6.64
23-09-2022,18.8365,45032,99860,-54828,50238,20452,29786,215582,-0.3262,518,51,0.8042,19.46,80.2,5.33
30-09-2022,18.7077,87824,99582,-11758,68528,51618,16910,307552,-0.2253,435,29,1.2101,20.32,-56.01,9.07
07-10-2022,21.134,49465,97818,-48353,32696,52793,-20097,232772,0.0564,297,41,0.7978,42.59,56.8,10.65
14-10-2022,21.2353,96875,98586,-1711,47675,59035,-11360,302171,0.3158,528,38,0.5677,16.79,-39.14,3.12
21-10-2022,21.5746,93656,116325,-22669,70704,28180,42524,308865,-0.0754,352,53,1.6112,40.16,-75.36,2.37
28-10-2022,21.7078,41687,96991,-55304,62550,30325,32225,231553,-0.2924,530,24,0.552,15.37,-0.9,8.8
04-11-2022,22.1939,71342,79359,-8017,46826,15634,31192,213161,0.3851,305,18,1.632,34.2,35.62,9.14
11-11-2022,22.6697,53257,97629,-44372,72871,57878,14993,281635,-0.2647,464,46,1.1994,40.68,13.42,7.47
18-11-2022,23.2259,48101,103861,-55760,78449,17818,60631,248229,-0.1474,423,32,0.8899,30.09,37.43,5.56
25-11-2022,23.682,98186,76405,21781,37188,49553,-12365,261332,-0.0071,471,22,1.7631,27.24,50.3,1.59
02-12-2022,23.5906,59304,63439,-4135,65951,34899,31052,223593,-0.7576,634,9,1.1561,22.91,18.02,9.81
09-12-2022,23.9247,72983,108684,-35701,52902,41626,11276,276195,-0.4297,445,48,0.8871,31.01,26.88,5.82
16-12-2022,23.4298,77809,51753,26056,48049,55202,-7153,232813,-0.1164,428,37,1.7102,18.43,67.43,11.89
23-12-2022,23.8028,67786,105282,-37496,42327,17162,25165,232557,0.3836,589,19,0.637,33.01,-89.36,11.65
30-12-2022,23.8514,59033,72930,-13897,58009,27651,30358,217623,0.3379,512,22,0.9769,35.26,-3.02,1.14
06-01-2023,23.4427,71201,95836,-24635,57587,32473,25114,257097,0.5853,500,35,1.157,21.77,49.7,4.4
13-01-2023,23.5043,67909,54254,13655,45815,40679,5136,208657,0.0847,473,17,0.9247,20.74,16.12,1.51
20-01-2023,23.2709,82329,64780,17549,53236,32871,20365,233216,0.3325,621,20,0.7435,35.89,-47.35,5.33
27-01-2023,23.7098,49833,79988,-30155,48912,44100,4812,222833,0.3087,425,25,0.6667,35.21,8.26,5.26
03-02-2023,24.5163,96413,115872,-19459,53134,50408,2726,315827,0.2444,503,45,0.9227,39.2,60.74,1.14
10-02-2023,24.2957,69720,82910,-13190,77385,24472,52913,254487,0.2733,438,35,1.4573,27.74,27.28,8.27
17-02-2023,23.8183,42549,85071,-42522,41873,22133,19740,191626,0.0612,447,24,1.5009,28.64,-21.37,9.46
24-02-2023,24.4234,78997,77584,1413,67645,56228,11417,280454,-0.282,452,17,1.0398,15.33,-47.3,10.2
03-03-2023,24.2601,56448,67966,-11518,58804,39763,19041,222981,-0.3441,555,19,1.2433,24.92,-27.29,10.83
10-03-2023,24.821,62601,68291,-5690,54266,40639,13627,225797,0.0019,361,38,1.7578,22.83,-52.3,6.87
17-03-2023,24.6201,90005,59727,30278,79961,59105,20856,288798,0.145,403,22,1.5686,29.19,10.89,6.67
24-03-2023,25.1755,98022,84689,13333,34381,46035,-11654,263127,-0.4678,425,8,1.5781,33.55,-101.98,9.38
31-03-2023,24.631,42090,50934,-8844,66669,46604,20065,206297,0.161,371,23,0.8374,30.15,9.15,9.77
07-04-2023,25.0892,61033,114896,-53863,36614,46529,-9915,259072,0.2455,438,47,1.7791,37.7,-59.61,1.59
14-04-2023,25.1451,94755,75313,19442,52084,31824,20260,253976,-0.4713,403,5,0.8619,30.45,-50.61,5.95
21-04-2023,25.4175,50377,63722,-13345,37331,39835,-2504,191265,0.8155,494,50,0.8386,33.37,-53.47,7
28-04-2023,25.0499,70983,108150,-37167,73276,38775,34501,291184,0.2738,461,12,1.3279,38.1,-34.98,3.94
05-05-2023,25.5119,82102,88746,-6644,39430,41262,-1832,251540,-0.3523,351,5,1.5938,41.21,-72.81,10.59
12-05-2023,25.3824,76662,91963,-15301,69698,56337,13361,294660,-0.1752,468,40,1.5764,43.94,-58.69,2.9
